,B23409,B00367,B13847,B15553,B10749,B03605,B17517,B05851,B12869,B20167,B18365,B21754,B21401,B21937,B21046,B18646,B11920,B20159,B07325,B21967
41358,17.34741,48.76076,19.75445,17.23046,39.62967,27.01637,12.65127,41.55915,15.51696,70.30898,76.19686,36.79087,94.07319,17.8969,38.92371,18.47778,30.52814,68.23307,36.03843,39.26151
41359,17.44039,48.76076,19.88153,17.36328,39.92322,27.08431,12.70194,41.56252,15.58728,69.61285,76.80064,36.79168,94.75272,18.03791,39.06065,18.57584,30.53332,68.14172,36.18237,39.4767
41360,17.44039,48.83332,19.89565,17.36328,39.85987,26.92579,12.63438,41.58652,15.58728,69.41395,76.99385,36.79245,94.76971,18.01441,39.07777,18.57584,30.53669,67.31964,35.85523,39.67232
41361,17.48024,48.81518,19.9945,17.43572,39.98123,27.10696,12.70194,41.62056,15.62244,69.61285,77.47687,36.80154,95.18593,18.07998,39.30029,18.61787,30.48548,67.68501,36.1562,39.67232
41362,17.48024,48.81518,19.9945,17.43572,39.98123,27.10696,12.70194,41.62056,15.62244,69.61285,77.47687,36.80154,95.18593,18.07998,39.30029,18.61787,30.48548,67.68501,36.1562,39.67232
41363,17.48024,48.81518,19.9945,17.43572,39.98123,27.10696,12.70194,41.62056,15.62244,69.61285,77.47687,36.80154,95.18593,18.07998,39.30029,18.61787,30.48548,67.68501,36.1562,39.67232
41364,17.48024,48.81518,19.9945,17.43572,39.98123,27.10696,12.70194,41.62056,15.62244,69.61285,77.47687,36.80154,95.18593,18.07998,39.30029,18.61787,30.48548,67.68501,36.1562,39.67232
41365,17.42711,48.85146,19.89565,17.37535,39.84253,26.99373,12.5837,41.62409,15.56384,69.71229,77.21121,36.80239,94.70176,18.02113,38.87236,18.37971,30.49057,67.13695,36.01226,39.55495
41366,17.48024,48.85146,20.03686,17.43572,40.05058,27.17489,12.70194,41.64832,15.57556,70.01064,77.38026,36.80323,94.55736,18.12707,38.83813,18.29566,30.56547,67.41098,36.27398,39.45713
41367,17.34741,48.90588,19.82505,17.21838,39.66915,27.08431,12.61749,41.67252,15.45837,71.204,76.1244,36.8387,93.13883,17.97404,38.44444,17.94544,30.57022,66.68024,36.01226,39.08545
41368,17.41382,48.97844,19.95214,17.29083,39.84253,26.97108,12.70194,41.73802,15.47009,71.30345,76.24516,36.83952,93.69095,18.0329,38.68408,18.05751,30.57497,65.58412,35.95992,39.06589
41369,17.37398,49.01472,19.90977,17.23046,39.66915,26.85785,12.63438,41.88619,15.45837,71.204,75.81044,36.875,93.41064,17.97404,38.51291,17.94544,30.65905,63.75727,35.59351,38.6942
41370,17.37398,49.01472,19.90977,17.23046,39.66915,26.85785,12.63438,41.88619,15.45837,71.204,75.81044,36.875,93.41064,17.97404,38.51291,17.94544,30.65905,63.75727,35.59351,38.6942
41371,17.37398,49.01472,19.90977,17.23046,39.66915,26.85785,12.63438,41.88619,15.45837,71.204,75.81044,36.875,93.41064,17.97404,38.51291,17.94544,30.65905,63.75727,35.59351,38.6942
41372,17.44039,48.99658,20.10746,17.33913,39.8772,27.01637,12.68505,41.91746,15.55212,70.70676,76.48667,36.84117,94.27705,18.07998,38.7012,18.08553,30.73572,64.30533,35.67203,38.77245
41373,17.48024,49.01472,20.07922,17.43572,40.01591,27.10696,12.75261,41.90035,15.57556,70.20953,76.65573,36.84199,94.79519,18.13884,38.42733,18.0435,30.74037,64.57935,35.65894,39.10501
41374,17.65292,48.9603,20.27691,17.64099,40.48403,27.49193,12.93841,41.86258,15.76308,69.81174,77.54932,36.8428,95.85697,18.33894,39.09488,18.33769,30.74498,65.76681,36.39175,39.51582
41375,17.73261,49.01472,20.43223,17.68929,40.65741,27.78633,13.02287,41.866,15.84512,69.5134,78.00819,36.84362,96.21372,18.38602,39.19758,18.3517,30.75008,65.58412,36.71889,39.51582
41376,17.69276,49.10542,20.53107,17.64099,40.50137,27.69575,13.00598,41.89022,15.79824,70.50787,77.74253,36.87908,95.49172,18.36248,39.07777,18.28165,30.83372,64.30533,36.44409,39.24195
41377,17.69276,49.10542,20.53107,17.64099,40.50137,27.69575,13.00598,41.89022,15.79824,70.50787,77.74253,36.87908,95.49172,18.36248,39.07777,18.28165,30.83372,64.30533,36.44409,39.24195
41378,17.69276,49.10542,20.53107,17.64099,40.50137,27.69575,13.00598,41.89022,15.79824,70.50787,77.74253,36.87908,95.49172,18.36248,39.07777,18.28165,30.83372,64.30533,36.44409,39.24195
41379,17.36069,49.10542,20.0651,17.19423,39.63447,27.15225,12.75261,41.92154,15.45837,73.29238,75.85874,36.87989,92.56122,17.98582,37.9994,17.65125,30.76853,63.57458,35.58043,38.26383
41380,17.55994,49.10542,20.33339,17.45987,40.08526,27.55987,12.92152,41.92507,15.6576,72.39736,76.92139,36.88066,94.02222,18.20946,38.56426,17.95945,30.70297,64.21398,36.10386,38.90939
41381,17.36069,49.12356,20.14982,17.19423,39.58246,26.99373,12.65127,41.94926,15.45837,73.88907,75.68968,36.88143,92.26393,17.97404,37.87959,17.70729,30.78635,63.66593,35.05699,38.30296
41382,17.26771,49.12356,19.89565,17.09764,39.39174,26.99373,12.61749,41.95278,15.41149,73.39183,75.27911,36.88232,91.67783,17.89165,37.55437,17.49715,30.79078,63.48324,34.99156,38.18558
41383,17.38726,49.08728,20.1357,17.29083,39.70382,27.22019,12.71883,41.95628,15.5404,73.29238,76.17271,36.8832,92.52724,17.99759,37.96517,17.67927,30.8048,63.66593,35.25328,38.75289
41384,17.38726,49.08728,20.1357,17.29083,39.70382,27.22019,12.71883,41.95628,15.5404,73.29238,76.17271,36.8832,92.52724,17.99759,37.96517,17.67927,30.8048,63.66593,35.25328,38.75289
41385,17.38726,49.08728,20.1357,17.29083,39.70382,27.22019,12.71883,41.95628,15.5404,73.29238,76.17271,36.8832,92.52724,17.99759,37.96517,17.67927,30.8048,63.66593,35.25328,38.75289
41386,17.44039,49.1417,20.19218,17.38743,39.84253,27.17489,12.7695,41.96676,15.599,72.49681,76.24516,36.88408,92.79056,18.05644,38.08499,17.77733,30.80942,63.57458,35.33179,38.75289
41387,17.5865,49.15984,20.37575,17.59269,40.32799,27.60516,12.93841,41.97025,15.75136,71.70123,76.92139,36.88488,93.86933,18.24477,38.41021,18.00147,30.88396,63.84861,35.80288,38.81158
41388,17.61307,49.19612,20.34751,17.56854,40.38,27.76368,13.05665,41.97374,15.79824,70.80621,77.1146,36.88567,94.95658,18.24477,38.46156,18.02949,30.89021,63.75727,36.07769,39.10501
41389,17.70605,49.21426,20.47459,17.61684,40.55338,27.9675,13.12421,41.97724,15.85684,70.90566,77.18706,36.85182,95.25388,18.29186,38.68408,18.21161,30.8949,64.0313,36.32632,39.49626
41390,17.6662,49.28682,20.40399,17.59269,40.58806,27.9222,13.12421,42.00138,15.84512,71.0051,77.21121,36.8873,94.81218,18.26831,38.44444,18.1976,30.97831,63.30056,36.20855,39.3202
41391,17.6662,49.28682,20.40399,17.59269,40.58806,27.9222,13.12421,42.00138,15.84512,71.0051,77.21121,36.8873,94.81218,18.26831,38.44444,18.1976,30.97831,63.30056,36.20855,39.3202
41392,17.6662,49.28682,20.40399,17.59269,40.58806,27.9222,13.12421,42.00138,15.84512,71.0051,77.21121,36.8873,94.81218,18.26831,38.44444,18.1976,30.97831,63.30056,36.20855,39.3202
41393,17.77246,49.28682,20.44635,17.70137,40.8828,28.19395,13.27623,42.01176,15.93888,70.20953,77.93574,36.88812,95.54268,18.40956,38.75255,18.26764,30.98427,63.57458,36.64038,39.49626
41394,17.82559,49.3231,20.48871,17.72551,40.90014,28.32983,13.34379,42.07725,15.99747,69.81174,78.27386,36.89566,95.86546,18.45665,39.04353,18.33769,31.05952,63.57458,36.79741,40.10269
41395,17.67948,49.37752,20.43223,17.55647,40.46669,28.19395,13.25934,42.12207,15.892,71.0051,77.71838,36.89648,94.89712,18.30363,38.13634,17.98746,31.06381,62.66116,36.62729,39.86794
41396,17.78574,49.4138,20.64404,17.76174,40.81345,28.23924,13.27623,42.12547,15.98575,70.11008,78.27386,36.8973,95.88245,18.45665,38.71831,18.25363,31.13879,62.7525,36.77124,40.12225
41397,17.90529,49.3231,20.85584,17.95493,41.22956,28.53364,13.42825,42.10816,16.09123,68.71783,78.85348,36.86345,97.21604,18.5979,39.36875,18.46377,31.15421,64.76204,37.30776,40.29831
41398,17.90529,49.3231,20.85584,17.95493,41.22956,28.53364,13.42825,42.10816,16.09123,68.71783,78.85348,36.86345,97.21604,18.5979,39.36875,18.46377,31.15421,64.76204,37.30776,40.29831
41399,17.90529,49.3231,20.85584,17.95493,41.22956,28.53364,13.42825,42.10816,16.09123,68.71783,78.85348,36.86345,97.21604,18.5979,39.36875,18.46377,31.15421,64.76204,37.30776,40.29831
41400,17.93186,49.3231,20.86996,18.0153,41.26424,28.48835,13.39447,42.03552,16.11467,68.32004,79.04669,36.86426,97.75117,18.64498,39.47145,18.60386,31.15834,64.94473,37.24233,40.45481
41401,17.99827,49.35938,21.02529,18.1119,41.52431,28.53364,13.44514,42.01821,16.20843,67.8228,79.69877,36.86506,98.4477,18.75092,39.76244,18.74395,31.16239,65.21875,37.4517,40.68956
41402,18.07797,49.39566,21.09589,18.1602,41.73236,28.87333,13.58027,42.04229,16.32563,67.72336,80.20595,36.86585,99.05928,18.83331,40.03631,18.77196,31.23724,65.21875,37.80502,41.02212
41403,18.03812,49.39566,21.06765,18.09983,41.54164,28.60158,13.41136,42.04564,16.23187,67.8228,80.13349,36.86665,98.52415,18.76269,40.01919,18.72994,31.24163,65.40144,37.46479,40.96343
41404,18.07797,49.28682,21.25121,18.19642,41.68035,28.69216,13.49581,41.96616,16.27875,68.12114,80.59237,36.83277,98.98283,18.85686,40.36153,18.94007,31.18455,66.31487,37.73959,40.57218
41405,18.07797,49.28682,21.25121,18.19642,41.68035,28.69216,13.49581,41.96616,16.27875,68.12114,80.59237,36.83277,98.98283,18.85686,40.36153,18.94007,31.18455,66.31487,37.73959,40.57218
41406,18.07797,49.28682,21.25121,18.19642,41.68035,28.69216,13.49581,41.96616,16.27875,68.12114,80.59237,36.83277,98.98283,18.85686,40.36153,18.94007,31.18455,66.31487,37.73959,40.57218
41407,18.07797,49.2324,21.23709,18.2085,41.71502,28.73745,13.47892,41.95551,16.26703,68.12114,80.56822,36.79889,98.8809,18.85686,40.12189,18.91205,31.0485,67.04561,37.67416,40.31787
41408,18.19751,49.19612,21.46302,18.42584,42.13113,28.89597,13.5127,41.93815,16.36079,67.22612,80.97878,36.79968,100.46932,18.97456,40.39576,19.17822,31.05278,68.05038,37.83119,40.53306
41409,18.27721,49.19612,21.5901,18.49829,42.40854,28.96391,13.56337,41.92077,16.44283,67.42502,81.63087,36.76581,100.90252,19.05696,40.68675,19.15021,30.98689,67.41098,38.07982,40.39612
41410,18.23736,49.34124,21.35006,18.38962,42.2525,28.89597,13.46203,41.96549,16.37251,67.72336,81.17199,36.80125,100.12955,18.98634,40.60117,19.10818,31.06168,66.40621,38.04057,40.29831
41411,18.35691,49.25054,21.50538,18.59489,42.61659,29.0092,13.54648,41.94809,16.43111,66.62944,81.82407,36.76729,101.59904,19.13936,41.0462,19.3043,31.0042,67.59367,38.36771,40.47437
41412,18.35691,49.25054,21.50538,18.59489,42.61659,29.0092,13.54648,41.94809,16.43111,66.62944,81.82407,36.76729,101.59904,19.13936,41.0462,19.3043,31.0042,67.59367,38.36771,40.47437
41413,18.35691,49.25054,21.50538,18.59489,42.61659,29.0092,13.54648,41.94809,16.43111,66.62944,81.82407,36.76729,101.59904,19.13936,41.0462,19.3043,31.0042,67.59367,38.36771,40.47437
41414,18.37019,49.25054,21.40654,18.57074,42.54724,29.19037,13.64783,41.93728,16.50142,65.73442,81.70332,36.73332,101.82839,19.13936,41.02909,19.26228,31.00837,67.68501,38.6556,40.43525
41415,18.39676,49.28682,21.50538,18.59489,42.72062,29.19037,13.66472,41.91987,16.50142,65.83386,81.99313,36.76872,101.92182,19.19821,41.11467,19.23426,31.0129,66.95427,38.59017,40.43525
41416,18.25064,49.15984,21.32182,18.43792,42.3912,29.07714,13.54648,41.88166,16.38423,66.62944,81.12369,36.70014,100.71565,19.06873,40.66963,18.94007,30.94687,68.32441,38.17142,40.29831
41417,18.15766,49.15984,21.27945,18.43792,42.30451,28.57893,13.34379,41.82286,16.20843,66.72889,80.97878,36.70091,100.53727,19.00988,40.72098,19.02413,30.88084,67.77635,37.71342,39.67232
41418,18.14438,49.19612,21.30769,18.40169,42.30451,28.48835,13.22556,41.82616,16.19671,67.02723,81.07539,36.66702,100.12105,19.00988,40.68675,18.99611,30.82809,67.50232,37.62182,39.63319
41419,18.14438,49.19612,21.30769,18.40169,42.30451,28.48835,13.22556,41.82616,16.19671,67.02723,81.07539,36.66702,100.12105,19.00988,40.68675,18.99611,30.82809,67.50232,37.62182,39.63319
41420,18.14438,49.19612,21.30769,18.40169,42.30451,28.48835,13.22556,41.82616,16.19671,67.02723,81.07539,36.66702,100.12105,19.00988,40.68675,18.99611,30.82809,67.50232,37.62182,39.63319
41421,18.14438,49.19612,21.30769,18.40169,42.30451,28.48835,13.22556,41.82616,16.19671,67.02723,81.07539,36.66702,100.12105,19.00988,40.68675,18.99611,30.82809,67.50232,37.62182,39.63319
41422,18.22408,49.01472,21.4489,18.54659,42.56458,28.57893,13.25934,41.69447,16.24359,66.23165,81.55841,36.5986,101.19132,19.09227,41.13179,19.2903,30.69179,70.05992,37.92279,39.82882
41423,18.11782,48.94216,21.20885,18.41377,42.32185,28.39776,13.15799,41.57356,16.14983,66.3311,80.56822,36.59955,100.98746,18.95102,40.82368,19.08016,30.55499,68.87247,37.71342,39.41801
41424,18.17095,48.94216,21.18061,18.51036,42.51257,28.42041,13.20867,41.57689,16.16155,66.52999,80.83388,36.60052,101.91333,18.99811,41.02909,19.22025,30.48863,69.14649,38.05365,39.30064
41425,17.9717,48.81518,20.94056,18.2568,41.8884,27.80898,12.92152,41.53849,15.9506,67.8228,79.79538,36.57385,100.22298,18.73915,40.80657,19.02413,30.43081,69.32918,37.50405,38.6942
41426,17.9717,48.81518,20.94056,18.2568,41.8884,27.80898,12.92152,41.53849,15.9506,67.8228,79.79538,36.57385,100.22298,18.73915,40.80657,19.02413,30.43081,69.32918,37.50405,38.6942
41427,17.9717,48.81518,20.94056,18.2568,41.8884,27.80898,12.92152,41.53849,15.9506,67.8228,79.79538,36.57385,100.22298,18.73915,40.80657,19.02413,30.43081,69.32918,37.50405,38.6942
41428,18.01155,48.79704,21.03941,18.34132,42.21782,27.9222,13.00598,41.56929,15.97404,67.22612,80.06104,36.57498,100.40136,18.84509,40.97774,19.01012,30.36446,68.78112,37.70033,38.57683
41429,17.95842,48.76076,20.95468,18.24472,42.02711,28.12602,13.05665,41.51036,15.97404,67.72336,79.79538,36.5414,99.78129,18.76269,40.8408,18.95408,30.36879,69.69455,37.60873,38.67464
41430,17.77246,48.70634,20.64404,17.97908,41.43762,27.51458,12.78639,41.49294,15.75136,68.41948,78.97424,36.54252,98.15889,18.53904,40.39576,18.65989,30.23165,68.41575,36.95444,37.98996
41431,17.86544,48.74262,20.8276,18.1602,41.80171,27.6731,12.85396,41.49629,15.82168,67.8228,79.57802,36.54365,99.21217,18.66852,40.65252,18.88404,30.09473,68.41575,37.0853,37.98996
41432,17.99827,48.67005,21.18061,18.41377,42.33919,27.94485,12.97219,41.43735,15.93888,67.02723,80.42331,36.54477,100.91951,18.86863,41.02909,19.09417,30.10831,69.96858,37.37319,38.04865
41433,17.99827,48.67005,21.18061,18.41377,42.33919,27.94485,12.97219,41.43735,15.93888,67.02723,80.42331,36.54477,100.91951,18.86863,41.02909,19.09417,30.10831,69.96858,37.37319,38.04865
41434,17.99827,48.67005,21.18061,18.41377,42.33919,27.94485,12.97219,41.43735,15.93888,67.02723,80.42331,36.54477,100.91951,18.86863,41.02909,19.09417,30.10831,69.96858,37.37319,38.04865
41435,17.99827,48.57935,21.15237,18.43792,42.37386,27.9675,13.02287,41.32282,15.93888,67.22612,80.3267,36.51118,101.31024,18.85686,41.13179,19.22025,30.0419,70.51664,37.50405,37.59872
41436,17.83888,48.47051,20.96881,18.2568,41.94042,27.65045,12.88774,41.22237,15.7748,68.22059,79.43311,36.51231,100.03611,18.68029,40.77233,19.02413,29.90485,69.32918,36.96753,36.85535
41437,17.7459,48.32539,20.757,18.1119,41.611,27.6731,12.83707,41.18419,15.68104,68.81727,78.95009,36.51343,99.13573,18.53904,40.46423,18.84201,29.90901,70.69932,36.66655,36.60104
41438,17.90529,48.45237,21.06765,18.40169,42.23516,27.9675,13.02287,41.16678,15.85684,67.62391,80.01274,36.54926,100.96198,18.78623,41.14891,19.15021,29.98389,69.23784,37.03295,36.81622
41439,17.86544,48.61563,21.02529,18.3051,41.97509,27.85427,12.88774,41.21164,15.82168,68.22059,79.89198,36.58508,99.95966,18.70384,40.78945,19.05214,30.13787,69.51186,36.9021,36.83579
41440,17.86544,48.61563,21.02529,18.3051,41.97509,27.85427,12.88774,41.21164,15.82168,68.22059,79.89198,36.58508,99.95966,18.70384,40.78945,19.05214,30.13787,69.51186,36.9021,36.83579
41441,17.86544,48.61563,21.02529,18.3051,41.97509,27.85427,12.88774,41.21164,15.82168,68.22059,79.89198,36.58508,99.95966,18.70384,40.78945,19.05214,30.13787,69.51186,36.9021,36.83579
41442,17.95842,48.57935,21.13825,18.41377,42.30451,28.12602,13.07354,41.22168,15.91544,67.32557,80.30255,36.58619,100.91101,18.82154,40.9435,19.20624,30.07123,69.96858,37.37319,36.95316
41443,18.03812,48.57935,21.35006,18.55866,42.58192,28.14866,13.1411,41.20437,15.99747,66.92778,80.78558,36.58737,101.8029,18.95102,41.35431,19.47241,30.00476,69.87724,37.5433,36.83579
41444,17.85216,48.30725,21.11001,18.29302,42.00977,27.71839,12.88774,41.10397,15.7748,67.52446,79.74708,36.51913,100.43534,18.68029,40.92639,19.23426,29.86872,70.79066,36.88901,36.15111
41445,17.49352,47.96259,20.55931,17.82211,41.00417,26.78992,12.48236,40.73378,15.38805,69.41395,77.47687,36.48558,98.20986,18.24477,40.2246,18.77196,29.37775,72.43483,35.68511,34.74262
41446,17.46696,47.76305,20.61579,17.81004,41.14287,26.74463,12.50567,40.40511,15.38805,69.31451,77.18706,36.41732,98.3033,18.28009,40.39576,18.78597,29.31913,74.079,35.43648,34.74262
41447,17.46696,47.76305,20.61579,17.81004,41.14287,26.74463,12.50567,40.40511,15.38805,69.31451,77.18706,36.41732,98.3033,18.28009,40.39576,18.78597,29.31913,74.079,35.43648,34.74262
41448,17.46696,47.76305,20.61579,17.81004,41.14287,26.74463,12.50567,40.40511,15.38805,69.31451,77.18706,36.41732,98.3033,18.28009,40.39576,18.78597,29.31913,74.079,35.43648,34.74262
41449,17.29428,47.54536,20.46047,17.56854,40.64007,26.26906,12.30149,40.06264,15.17709,70.30898,76.26931,36.34905,96.6894,18.06821,39.88226,18.54782,29.04128,73.80498,34.84762,33.94057
41450,17.40054,47.49094,20.60167,17.73759,41.02151,26.38229,12.40358,40.02461,15.25913,69.41395,77.13875,36.35016,98.02299,18.20946,40.2246,18.72994,29.11651,74.53572,35.24019,34.15575
41451,17.53337,47.63607,20.8276,17.91871,41.42028,26.6314,12.47164,40.40175,15.35289,68.91672,77.83914,36.35126,98.94885,18.37425,40.19036,18.84201,29.19178,74.079,35.46265,34.87956
41452,17.65292,47.79933,20.99705,18.03945,41.71726,27.08431,12.62477,40.50904,15.51696,68.81727,78.85348,36.42174,100.10407,18.50373,40.72098,19.15021,29.33599,72.98289,35.86831,35.44686
41453,17.63963,47.8222,21.02529,18.00323,41.52566,27.1296,12.57373,40.51956,15.52868,68.91672,78.82933,36.43384,99.65387,18.41616,40.65252,19.06615,29.41857,72.25215,35.72437,36.03373
41454,17.63963,47.8222,21.02529,18.00323,41.52566,27.1296,12.57373,40.51956,15.52868,68.91672,78.82933,36.43384,99.65387,18.41616,40.65252,19.06615,29.41857,72.25215,35.72437,36.03373
41455,17.63963,47.8222,21.02529,18.00323,41.52566,27.1296,12.57373,40.51956,15.52868,68.91672,78.82933,36.43384,99.65387,18.41616,40.65252,19.06615,29.41857,72.25215,35.72437,36.03373
41456,17.71933,47.84049,21.16649,18.12398,41.66501,27.44664,12.70984,40.52294,15.6576,68.51893,79.43311,36.46953,100.45233,18.47511,41.16602,19.33232,29.4238,72.06946,36.20855,36.11198
41457,17.70605,47.89535,21.20885,18.09983,41.66501,27.31077,12.6588,40.5263,15.63416,68.32004,79.07084,36.47047,100.29943,18.46332,41.06332,19.3043,29.49873,72.06946,35.90757,35.75986
41458,17.70605,47.8222,21.27945,18.1119,41.66501,27.22019,12.62477,40.52967,15.61072,68.32004,79.1433,36.43728,99.86623,18.47511,41.21737,19.34633,29.43536,72.34349,35.75054,35.03606
41459,17.70605,47.8222,21.27945,18.1119,41.66501,27.22019,12.62477,40.52967,15.61072,68.32004,79.1433,36.43728,99.86623,18.47511,41.21737,19.34633,29.43536,72.34349,35.75054,35.03606
41460,17.78574,47.47474,21.49126,18.3051,42.11789,27.33341,12.67581,40.32829,15.70448,67.52446,79.67462,36.36876,101.2168,18.62838,41.81646,19.64052,29.23355,75.72317,36.09077,35.30993
41461,17.78574,47.47474,21.49126,18.3051,42.11789,27.33341,12.67581,40.32829,15.70448,67.52446,79.67462,36.36876,101.2168,18.62838,41.81646,19.64052,29.23355,75.72317,36.09077,35.30993
41462,17.78574,47.47474,21.49126,18.3051,42.11789,27.33341,12.67581,40.32829,15.70448,67.52446,79.67462,36.36876,101.2168,18.62838,41.81646,19.64052,29.23355,75.72317,36.09077,35.30993
41463,17.85216,47.58446,21.70307,18.40169,42.43142,27.44664,12.7779,40.25515,15.70448,67.02723,80.1818,36.4044,101.94731,18.7227,42.0561,19.72457,29.30755,74.7184,36.40483,34.86
41464,17.94514,47.63933,21.81603,18.53451,42.74495,27.55987,12.82894,40.19612,15.80996,66.3311,80.30255,36.44004,102.89016,18.82881,42.43267,19.86466,29.38259,74.53572,36.56186,35.17299
41465,17.95842,47.58446,21.84427,18.53451,42.71012,27.74104,12.897,40.15789,15.8334,66.62944,80.66482,36.4063,102.8392,18.81702,42.53537,19.89268,29.31556,75.44915,36.69272,35.2708
41466,18.18423,47.84049,22.15492,18.80015,43.23267,28.4657,13.22028,40.28616,16.06779,66.03276,81.99313,36.40731,103.98591,19.04103,42.89482,20.18687,29.46145,74.17035,37.55639,36.50323
41467,18.2108,47.84049,22.26788,18.86053,43.26751,28.30718,13.15222,40.33119,16.07951,65.83386,82.11389,36.40832,104.49556,19.0764,42.87771,20.28493,29.54399,74.35303,37.5433,36.42498
41468,18.2108,47.84049,22.26788,18.86053,43.26751,28.30718,13.15222,40.33119,16.07951,65.83386,82.11389,36.40832,104.49556,19.0764,42.87771,20.28493,29.54399,74.35303,37.5433,36.42498
41469,18.2108,47.84049,22.26788,18.86053,43.26751,28.30718,13.15222,40.33119,16.07951,65.83386,82.11389,36.40832,104.49556,19.0764,42.87771,20.28493,29.54399,74.35303,37.5433,36.42498
41470,18.25064,47.91364,22.22552,18.90883,43.3546,28.4657,13.20326,40.36225,16.11467,65.83386,82.4037,36.4093,104.79286,19.08819,42.96329,20.34096,29.61981,73.80498,37.70033,36.79666
41471,18.2108,47.9685,22.15492,18.83638,43.19783,28.48835,13.20326,40.42808,16.10295,66.23165,81.77577,36.41023,104.13881,19.02924,42.68942,20.14484,29.69469,73.43961,37.67416,36.75754
41472,18.26393,48.04165,22.2114,18.8726,43.33718,28.44306,13.25431,40.47308,16.13811,65.93331,82.04143,36.44588,104.36815,19.08819,42.72366,20.29894,29.76964,73.25692,37.79193,37.03141
41473,18.33034,48.00508,22.282,18.94505,43.61588,28.55628,13.33938,40.41403,16.20843,65.23718,82.62106,36.41205,105.74421,19.18251,42.86059,20.42502,29.84464,74.44438,38.18451,36.87491
41474,18.35691,48.09652,22.25376,18.93297,43.59846,28.57893,13.33938,40.33416,16.20843,64.34216,82.86257,36.44767,105.95656,19.20609,42.84347,20.45304,29.85631,72.98289,38.3808,36.6206
41475,18.35691,48.09652,22.25376,18.93297,43.59846,28.57893,13.33938,40.33416,16.20843,64.34216,82.86257,36.44767,105.95656,19.20609,42.84347,20.45304,29.85631,72.98289,38.3808,36.6206
41476,18.35691,48.09652,22.25376,18.93297,43.59846,28.57893,13.33938,40.33416,16.20843,64.34216,82.86257,36.44767,105.95656,19.20609,42.84347,20.45304,29.85631,72.98289,38.3808,36.6206
41477,18.39676,48.1148,22.25376,19.00542,43.73781,28.69216,13.39042,40.32349,16.27875,64.54105,83.12824,36.44857,106.44073,19.24146,43.04888,20.46705,29.93128,72.80021,38.62943,36.81622
41478,18.39676,48.09652,22.19728,18.95712,43.73781,28.69216,13.42445,40.22281,16.29047,64.44161,83.07993,36.44946,106.38977,19.21788,42.99752,20.38299,29.93529,73.16558,38.66869,37.48134
41479,18.33034,47.95022,22.11256,18.93297,43.6333,28.69216,13.37341,40.10135,16.23187,65.03829,82.62106,36.45036,105.67626,19.17072,42.82636,20.27092,29.86866,74.35303,38.99583,37.26616
41480,18.39676,47.84049,22.15492,18.98127,43.61588,28.78274,13.44147,40.08395,16.26703,64.73995,82.71767,36.45127,105.91409,19.1943,43.01464,20.45304,29.73154,74.44438,39.20521,37.20747
41481,18.39676,47.93193,22.26788,18.95712,43.68555,28.57893,13.33938,40.233,16.20843,64.93884,82.79012,36.45217,106.05,19.22967,42.70654,20.43903,29.74381,73.89632,39.022,37.20747
41482,18.39676,47.93193,22.26788,18.95712,43.68555,28.57893,13.33938,40.233,16.20843,64.93884,82.79012,36.45217,106.05,19.22967,42.70654,20.43903,29.74381,73.89632,39.022,37.20747
41483,18.39676,47.93193,22.26788,18.95712,43.68555,28.57893,13.33938,40.233,16.20843,64.93884,82.79012,36.45217,106.05,19.22967,42.70654,20.43903,29.74381,73.89632,39.022,37.20747
41484,18.33034,47.87707,22.1408,18.89675,43.52879,28.37512,13.22028,40.26395,16.11467,65.43608,82.4037,36.48784,105.67626,19.17072,42.51825,20.31295,29.67591,74.53572,38.68177,36.87491
41485,18.34362,47.84049,22.09844,18.93297,43.47653,28.44306,13.22028,40.28815,16.11467,65.53552,82.42785,36.45403,105.65077,19.17072,42.6723,20.38299,29.68061,74.62706,38.59017,36.89447
41486,18.33034,47.85878,22.2114,18.98127,43.5462,28.48835,13.25431,40.27089,16.10295,65.33663,82.83842,36.49877,105.99054,19.17072,42.62095,20.52308,29.68443,74.26169,38.79954,36.71841
41487,18.48974,47.65761,22.50793,19.21069,44.06876,28.82803,13.39042,40.21169,16.26703,64.44161,83.85277,36.49976,107.88475,19.35937,43.23716,20.8593,29.6177,76.17989,39.27064,37.01185
41488,18.55615,47.84049,22.60677,19.22276,44.06876,29.05449,13.50952,40.23595,16.34907,64.73995,83.97353,36.5355,107.92722,19.40653,43.27139,20.8593,29.69959,75.08378,39.65012,36.9336
41489,18.55615,47.84049,22.60677,19.22276,44.06876,29.05449,13.50952,40.23595,16.34907,64.73995,83.97353,36.5355,107.92722,19.40653,43.27139,20.8593,29.69959,75.08378,39.65012,36.9336
41490,18.55615,47.84049,22.60677,19.22276,44.06876,29.05449,13.50952,40.23595,16.34907,64.73995,83.97353,36.5355,107.92722,19.40653,43.27139,20.8593,29.69959,75.08378,39.65012,36.9336
41491,18.54287,47.78563,22.59265,19.21069,43.99908,29.05449,13.50952,40.20442,16.33735,64.93884,83.87692,36.53648,107.82529,19.38295,43.32274,20.94335,29.70345,75.81452,39.6763,36.97272
41492,18.47645,47.76734,22.45145,19.07787,43.70297,29.12243,13.49251,40.1661,16.27875,65.23718,83.68371,36.53747,107.04382,19.30041,42.75789,20.77524,29.70747,75.54049,39.65012,36.60104
